date,cumulative,daily
2020-01-22,0,
2020-01-23,0,0.0
2020-01-24,0,0.0
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,0,0.0
2020-01-31,0,0.0
2020-02-01,0,0.0
2020-02-02,0,0.0
2020-02-03,0,0.0
2020-02-04,0,0.0
2020-02-05,0,0.0
2020-02-06,0,0.0
2020-02-07,0,0.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,0,0.0
2020-02-13,0,0.0
2020-02-14,0,0.0
2020-02-15,0,0.0
2020-02-16,0,0.0
2020-02-17,0,0.0
2020-02-18,0,0.0
2020-02-19,0,0.0
2020-02-20,0,0.0
2020-02-21,0,0.0
2020-02-22,0,0.0
2020-02-23,0,0.0
2020-02-24,0,0.0
2020-02-25,0,0.0
2020-02-26,0,0.0
2020-02-27,0,0.0
2020-02-28,0,0.0
2020-02-29,0,0.0
2020-03-01,0,0.0
2020-03-02,0,0.0
2020-03-03,0,0.0
2020-03-04,0,0.0
2020-03-05,0,0.0
2020-03-06,0,0.0
2020-03-07,0,0.0
2020-03-08,3,3.0
2020-03-09,3,0.0
2020-03-10,3,0.0
2020-03-11,3,0.0
2020-03-12,3,0.0
2020-03-13,3,0.0
2020-03-14,3,0.0
2020-03-15,5,2.0
2020-03-16,8,3.0
2020-03-17,10,2.0
2020-03-18,14,4.0
2020-03-19,17,3.0
2020-03-20,20,3.0
2020-03-21,25,5.0
2020-03-22,27,2.0
2020-03-23,33,6.0
2020-03-24,39,6.0
2020-03-25,39,0.0
2020-03-26,44,5.0
2020-03-27,48,4.0
2020-03-28,48,0.0
2020-03-29,48,0.0
2020-03-30,49,1.0
2020-03-31,51,2.0
2020-04-01,54,3.0
2020-04-02,56,2.0
2020-04-03,61,5.0
2020-04-04,70,9.0
2020-04-05,88,18.0
2020-04-06,123,35.0
2020-04-07,164,41.0
2020-04-08,218,54.0
2020-04-09,330,112.0
2020-04-10,424,94.0
2020-04-11,482,58.0
2020-04-12,621,139.0
2020-04-13,803,182.0
2020-04-14,1012,209.0
2020-04-15,1231,219.0
2020-04-16,1572,341.0
2020-04-17,1838,266.0
2020-04-18,2144,306.0
2020-04-19,2456,312.0
2020-04-20,2948,492.0
2020-04-21,3382,434.0
2020-04-22,3772,390.0
2020-04-23,4186,414.0
2020-04-24,4689,503.0
2020-04-25,4998,309.0
2020-04-26,5416,418.0
2020-04-27,5913,497.0
2020-04-28,6462,549.0
2020-04-29,7103,641.0
2020-04-30,7667,564.0
2020-05-01,8238,571.0
2020-05-02,8790,552.0
2020-05-03,9455,665.0
2020-05-04,10143,688.0
2020-05-05,10929,786.0
2020-05-06,11719,790.0
2020-05-07,12425,706.0
2020-05-08,13134,709.0
2020-05-09,13770,636.0
2020-05-10,14657,887.0
2020-05-11,15691,1034.0
2020-05-12,16660,969.0
2020-05-13,17822,1162.0
2020-05-14,18863,1041.0
2020-05-15,20065,1202.0
2020-05-16,20995,930.0
2020-05-17,22268,1273.0
2020-05-18,23870,1602.0
2020-05-19,25121,1251.0
2020-05-20,26738,1617.0
2020-05-21,28511,1773.0
2020-05-22,30205,1694.0
2020-05-23,32078,1873.0
2020-05-24,33610,1532.0
2020-05-25,35585,1975.0
2020-05-26,36751,1166.0
2020-05-27,38292,1541.0
2020-05-28,40321,2029.0
2020-05-29,42844,2523.0
2020-05-30,44608,1764.0
2020-05-31,47153,2545.0
2020-06-01,49534,2381.0
2020-06-02,52445,2911.0
2020-06-03,55140,2695.0
2020-06-04,57563,2423.0
2020-06-05,60391,2828.0
