date,cumulative,daily
2020-01-22,0,
2020-01-23,0,0.0
2020-01-24,0,0.0
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,0,0.0
2020-01-31,0,0.0
2020-02-01,0,0.0
2020-02-02,0,0.0
2020-02-03,0,0.0
2020-02-04,0,0.0
2020-02-05,0,0.0
2020-02-06,0,0.0
2020-02-07,0,0.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,0,0.0
2020-02-13,0,0.0
2020-02-14,0,0.0
2020-02-15,0,0.0
2020-02-16,0,0.0
2020-02-17,0,0.0
2020-02-18,0,0.0
2020-02-19,0,0.0
2020-02-20,0,0.0
2020-02-21,0,0.0
2020-02-22,0,0.0
2020-02-23,0,0.0
2020-02-24,0,0.0
2020-02-25,0,0.0
2020-02-26,0,0.0
2020-02-27,0,0.0
2020-02-28,0,0.0
2020-02-29,0,0.0
2020-03-01,0,0.0
2020-03-02,0,0.0
2020-03-03,0,0.0
2020-03-04,0,0.0
2020-03-05,0,0.0
2020-03-06,0,0.0
2020-03-07,0,0.0
2020-03-08,0,0.0
2020-03-09,0,0.0
2020-03-10,0,0.0
2020-03-11,0,0.0
2020-03-12,0,0.0
2020-03-13,0,0.0
2020-03-14,0,0.0
2020-03-15,0,0.0
2020-03-16,0,0.0
2020-03-17,0,0.0
2020-03-18,0,0.0
2020-03-19,0,0.0
2020-03-20,0,0.0
2020-03-21,0,0.0
2020-03-22,0,0.0
2020-03-23,0,0.0
2020-03-24,0,0.0
2020-03-25,0,0.0
2020-03-26,1,1.0
2020-03-27,1,0.0
2020-03-28,1,0.0
2020-03-29,1,0.0
2020-03-30,1,0.0
2020-03-31,1,0.0
2020-04-01,1,0.0
2020-04-02,3,2.0
2020-04-03,4,1.0
2020-04-04,4,0.0
2020-04-05,4,0.0
2020-04-06,6,2.0
2020-04-07,6,0.0
2020-04-08,6,0.0
2020-04-09,7,1.0
2020-04-10,7,0.0
2020-04-11,7,0.0
2020-04-12,8,1.0
2020-04-13,9,1.0
2020-04-14,9,0.0
2020-04-15,10,1.0
2020-04-16,11,1.0
2020-04-17,11,0.0
2020-04-18,12,1.0
2020-04-19,14,2.0
2020-04-20,14,0.0
2020-04-21,14,0.0
2020-04-22,14,0.0
2020-04-23,14,0.0
2020-04-24,14,0.0
2020-04-25,14,0.0
2020-04-26,14,0.0
2020-04-27,14,0.0
2020-04-28,14,0.0
2020-04-29,15,1.0
2020-04-30,17,2.0
2020-05-01,21,4.0
2020-05-02,22,1.0
2020-05-03,24,2.0
2020-05-04,24,0.0
2020-05-05,24,0.0
2020-05-06,26,2.0
2020-05-07,29,3.0
2020-05-08,29,0.0
2020-05-09,30,1.0
2020-05-10,32,2.0
2020-05-11,33,1.0
2020-05-12,36,3.0
2020-05-13,40,4.0
2020-05-14,42,2.0
2020-05-15,45,3.0
2020-05-16,50,5.0
2020-05-17,50,0.0
2020-05-18,50,0.0
2020-05-19,50,0.0
2020-05-20,50,0.0
2020-05-21,50,0.0
2020-05-22,50,0.0
2020-05-23,50,0.0
2020-05-24,51,1.0
2020-05-25,52,1.0
2020-05-26,52,0.0
2020-05-27,55,3.0
2020-05-28,58,3.0
2020-05-29,62,4.0
2020-05-30,63,1.0
2020-05-31,64,1.0
2020-06-01,69,5.0
2020-06-02,71,2.0
2020-06-03,74,3.0
2020-06-04,78,4.0
2020-06-05,79,1.0
2020-06-06,83,4.0
2020-06-07,84,1.0
2020-06-08,85,1.0
2020-06-09,88,3.0
2020-06-10,89,1.0
2020-06-11,92,3.0
2020-06-12,96,4.0
