date,cumulative,daily
2020-01-22,0,
2020-01-23,0,0.0
2020-01-24,0,0.0
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,0,0.0
2020-01-31,0,0.0
2020-02-01,0,0.0
2020-02-02,0,0.0
2020-02-03,0,0.0
2020-02-04,0,0.0
2020-02-05,0,0.0
2020-02-06,0,0.0
2020-02-07,0,0.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,0,0.0
2020-02-13,0,0.0
2020-02-14,0,0.0
2020-02-15,0,0.0
2020-02-16,0,0.0
2020-02-17,0,0.0
2020-02-18,0,0.0
2020-02-19,0,0.0
2020-02-20,0,0.0
2020-02-21,0,0.0
2020-02-22,0,0.0
2020-02-23,0,0.0
2020-02-24,0,0.0
2020-02-25,0,0.0
2020-02-26,0,0.0
2020-02-27,0,0.0
2020-02-28,0,0.0
2020-02-29,0,0.0
2020-03-01,0,0.0
2020-03-02,0,0.0
2020-03-03,0,0.0
2020-03-04,0,0.0
2020-03-05,0,0.0
2020-03-06,0,0.0
2020-03-07,0,0.0
2020-03-08,0,0.0
2020-03-09,0,0.0
2020-03-10,0,0.0
2020-03-11,2,2.0
2020-03-12,2,0.0
2020-03-13,2,0.0
2020-03-14,2,0.0
2020-03-15,3,1.0
2020-03-16,6,3.0
2020-03-17,8,2.0
2020-03-18,9,1.0
2020-03-19,12,3.0
2020-03-20,24,12.0
2020-03-21,24,0.0
2020-03-22,26,2.0
2020-03-23,30,4.0
2020-03-24,30,0.0
2020-03-25,36,6.0
2020-03-26,52,16.0
2020-03-27,68,16.0
2020-03-28,95,27.0
2020-03-29,110,15.0
2020-03-30,139,29.0
2020-03-31,141,2.0
2020-04-01,172,31.0
2020-04-02,219,47.0
2020-04-03,222,3.0
2020-04-04,264,42.0
2020-04-05,268,4.0
2020-04-06,298,30.0
2020-04-07,305,7.0
2020-04-08,312,7.0
2020-04-09,343,31.0
2020-04-10,382,39.0
2020-04-11,392,10.0
2020-04-12,393,1.0
2020-04-13,397,4.0
2020-04-14,407,10.0
2020-04-15,419,12.0
2020-04-16,426,7.0
2020-04-17,442,16.0
2020-04-18,457,15.0
2020-04-19,472,15.0
2020-04-20,477,5.0
2020-04-21,494,17.0
2020-04-22,510,16.0
2020-04-23,519,9.0
2020-04-24,591,72.0
2020-04-25,627,36.0
2020-04-26,627,0.0
2020-04-27,661,34.0
2020-04-28,702,41.0
2020-04-29,738,36.0
2020-04-30,771,33.0
2020-05-01,804,33.0
2020-05-02,1010,206.0
2020-05-03,1055,45.0
2020-05-04,1178,123.0
2020-05-05,1270,92.0
2020-05-06,1461,191.0
2020-05-07,1685,224.0
2020-05-08,1771,86.0
2020-05-09,1830,59.0
2020-05-10,1972,142.0
2020-05-11,2100,128.0
2020-05-12,2080,-20.0
2020-05-13,2255,175.0
2020-05-14,2318,63.0
2020-05-15,2460,142.0
2020-05-16,2565,105.0
2020-05-17,2646,81.0
2020-05-18,2798,152.0
2020-05-19,2955,157.0
2020-05-20,2955,0.0
2020-05-21,3204,249.0
2020-05-22,3477,273.0
2020-05-23,3477,0.0
2020-05-24,3950,473.0
2020-05-25,4189,239.0
2020-05-26,4401,212.0
2020-05-27,4640,239.0
2020-05-28,4752,112.0
2020-05-29,4752,0.0
2020-05-30,5094,342.0
2020-05-31,5202,108.0
2020-06-01,5362,160.0
2020-06-02,5527,165.0
2020-06-03,5690,163.0
2020-06-04,5880,190.0
2020-06-05,5971,91.0
2020-06-06,6155,184.0
2020-06-07,6327,172.0
2020-06-08,6450,123.0
