date,cumulative,daily
2020-01-22,0,
2020-01-23,0,0.0
2020-01-24,0,0.0
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,0,0.0
2020-01-31,0,0.0
2020-02-01,0,0.0
2020-02-02,0,0.0
2020-02-03,0,0.0
2020-02-04,0,0.0
2020-02-05,0,0.0
2020-02-06,0,0.0
2020-02-07,0,0.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,0,0.0
2020-02-13,0,0.0
2020-02-14,1,1.0
2020-02-15,1,0.0
2020-02-16,1,0.0
2020-02-17,1,0.0
2020-02-18,1,0.0
2020-02-19,1,0.0
2020-02-20,1,0.0
2020-02-21,1,0.0
2020-02-22,1,0.0
2020-02-23,1,0.0
2020-02-24,1,0.0
2020-02-25,1,0.0
2020-02-26,1,0.0
2020-02-27,1,0.0
2020-02-28,1,0.0
2020-02-29,1,0.0
2020-03-01,2,1.0
2020-03-02,2,0.0
2020-03-03,2,0.0
2020-03-04,2,0.0
2020-03-05,3,1.0
2020-03-06,15,12.0
2020-03-07,15,0.0
2020-03-08,49,34.0
2020-03-09,55,6.0
2020-03-10,59,4.0
2020-03-11,60,1.0
2020-03-12,67,7.0
2020-03-13,80,13.0
2020-03-14,109,29.0
2020-03-15,110,1.0
2020-03-16,150,40.0
2020-03-17,196,46.0
2020-03-18,196,0.0
2020-03-19,256,60.0
2020-03-20,285,29.0
2020-03-21,294,9.0
2020-03-22,327,33.0
2020-03-23,366,39.0
2020-03-24,402,36.0
2020-03-25,456,54.0
2020-03-26,495,39.0
2020-03-27,536,41.0
2020-03-28,576,40.0
2020-03-29,609,33.0
2020-03-30,656,47.0
2020-03-31,710,54.0
2020-04-01,779,69.0
2020-04-02,865,86.0
2020-04-03,985,120.0
2020-04-04,1070,85.0
2020-04-05,1173,103.0
2020-04-06,1322,149.0
2020-04-07,1450,128.0
2020-04-08,1560,110.0
2020-04-09,1699,139.0
2020-04-10,1794,95.0
2020-04-11,1939,145.0
2020-04-12,2065,126.0
2020-04-13,2190,125.0
2020-04-14,2350,160.0
2020-04-15,2505,155.0
2020-04-16,2673,168.0
2020-04-17,2844,171.0
2020-04-18,3032,188.0
2020-04-19,3144,112.0
2020-04-20,3333,189.0
2020-04-21,3490,157.0
2020-04-22,3659,169.0
2020-04-23,3891,232.0
2020-04-24,4092,201.0
2020-04-25,4319,227.0
2020-04-26,4534,215.0
2020-04-27,4782,248.0
2020-04-28,5042,260.0
2020-04-29,5268,226.0
2020-04-30,5537,269.0
2020-05-01,5895,358.0
2020-05-02,6193,298.0
2020-05-03,6465,272.0
2020-05-04,6813,348.0
2020-05-05,7201,388.0
2020-05-06,7588,387.0
2020-05-07,7981,393.0
2020-05-08,8476,495.0
2020-05-09,8964,488.0
2020-05-10,9400,436.0
2020-05-11,9746,346.0
2020-05-12,10093,347.0
2020-05-13,10431,338.0
2020-05-14,10829,398.0
2020-05-15,11228,399.0
2020-05-16,11719,491.0
2020-05-17,12229,510.0
2020-05-18,12764,535.0
2020-05-19,13484,720.0
2020-05-20,14229,745.0
2020-05-21,15003,774.0
2020-05-22,15786,783.0
2020-05-23,16513,727.0
2020-05-24,17265,752.0
2020-05-25,17967,702.0
2020-05-26,18756,789.0
2020-05-27,19666,910.0
2020-05-28,20793,1127.0
2020-05-29,22082,1289.0
2020-05-30,23449,1367.0
2020-05-31,24985,1536.0
2020-06-01,26384,1399.0
2020-06-02,27536,1152.0
2020-06-03,28615,1079.0
2020-06-04,29767,1152.0
2020-06-05,31115,1348.0
2020-06-06,32612,1497.0
