date,cumulative,daily
2020-01-22,0,
2020-01-23,0,0.0
2020-01-24,0,0.0
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,0,0.0
2020-01-31,0,0.0
2020-02-01,0,0.0
2020-02-02,0,0.0
2020-02-03,0,0.0
2020-02-04,0,0.0
2020-02-05,0,0.0
2020-02-06,0,0.0
2020-02-07,0,0.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,0,0.0
2020-02-13,0,0.0
2020-02-14,0,0.0
2020-02-15,0,0.0
2020-02-16,0,0.0
2020-02-17,0,0.0
2020-02-18,0,0.0
2020-02-19,0,0.0
2020-02-20,0,0.0
2020-02-21,0,0.0
2020-02-22,0,0.0
2020-02-23,0,0.0
2020-02-24,0,0.0
2020-02-25,0,0.0
2020-02-26,0,0.0
2020-02-27,0,0.0
2020-02-28,0,0.0
2020-02-29,0,0.0
2020-03-01,0,0.0
2020-03-02,0,0.0
2020-03-03,0,0.0
2020-03-04,0,0.0
2020-03-05,0,0.0
2020-03-06,0,0.0
2020-03-07,0,0.0
2020-03-08,0,0.0
2020-03-09,0,0.0
2020-03-10,0,0.0
2020-03-11,0,0.0
2020-03-12,0,0.0
2020-03-13,0,0.0
2020-03-14,0,0.0
2020-03-15,0,0.0
2020-03-16,0,0.0
2020-03-17,0,0.0
2020-03-18,0,0.0
2020-03-19,0,0.0
2020-03-20,0,0.0
2020-03-21,0,0.0
2020-03-22,0,0.0
2020-03-23,0,0.0
2020-03-24,0,0.0
2020-03-25,0,0.0
2020-03-26,0,0.0
2020-03-27,0,0.0
2020-03-28,0,0.0
2020-03-29,0,0.0
2020-03-30,0,0.0
2020-03-31,1,1.0
2020-04-01,1,0.0
2020-04-02,2,1.0
2020-04-03,2,0.0
2020-04-04,3,1.0
2020-04-05,3,0.0
2020-04-06,4,1.0
2020-04-07,4,0.0
2020-04-08,5,1.0
2020-04-09,6,1.0
2020-04-10,6,0.0
2020-04-11,6,0.0
2020-04-12,6,0.0
2020-04-13,6,0.0
2020-04-14,6,0.0
2020-04-15,6,0.0
2020-04-16,6,0.0
2020-04-17,7,1.0
2020-04-18,7,0.0
2020-04-19,7,0.0
2020-04-20,7,0.0
2020-04-21,7,0.0
2020-04-22,7,0.0
2020-04-23,8,1.0
2020-04-24,8,0.0
2020-04-25,8,0.0
2020-04-26,8,0.0
2020-04-27,8,0.0
2020-04-28,8,0.0
2020-04-29,9,1.0
2020-04-30,10,1.0
2020-05-01,10,0.0
2020-05-02,11,1.0
2020-05-03,11,0.0
2020-05-04,13,2.0
2020-05-05,14,1.0
2020-05-06,15,1.0
2020-05-07,15,0.0
2020-05-08,16,1.0
2020-05-09,17,1.0
2020-05-10,17,0.0
2020-05-11,18,1.0
2020-05-12,20,2.0
2020-05-13,20,0.0
2020-05-14,23,3.0
2020-05-15,25,2.0
2020-05-16,26,1.0
2020-05-17,30,4.0
2020-05-18,30,0.0
2020-05-19,30,0.0
2020-05-20,31,1.0
2020-05-21,33,2.0
2020-05-22,33,0.0
2020-05-23,33,0.0
2020-05-24,35,2.0
2020-05-25,35,0.0
2020-05-26,36,1.0
2020-05-27,39,3.0
2020-05-28,39,0.0
2020-05-29,42,3.0
2020-05-30,46,4.0
2020-05-31,46,0.0
2020-06-01,46,0.0
2020-06-02,49,3.0
2020-06-03,51,2.0
2020-06-04,52,1.0
2020-06-05,53,1.0
2020-06-06,53,0.0
2020-06-07,53,0.0
2020-06-08,56,3.0
2020-06-09,60,4.0
2020-06-10,64,4.0
2020-06-11,68,4.0
2020-06-12,68,0.0
