date,cumulative,daily
2020-01-22,0,
2020-01-23,0,0.0
2020-01-24,0,0.0
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,0,0.0
2020-01-31,0,0.0
2020-02-01,0,0.0
2020-02-02,0,0.0
2020-02-03,0,0.0
2020-02-04,0,0.0
2020-02-05,0,0.0
2020-02-06,0,0.0
2020-02-07,0,0.0
2020-02-08,0,0.0
2020-02-09,0,0.0
2020-02-10,0,0.0
2020-02-11,0,0.0
2020-02-12,0,0.0
2020-02-13,0,0.0
2020-02-14,0,0.0
2020-02-15,0,0.0
2020-02-16,0,0.0
2020-02-17,0,0.0
2020-02-18,0,0.0
2020-02-19,0,0.0
2020-02-20,0,0.0
2020-02-21,0,0.0
2020-02-22,0,0.0
2020-02-23,0,0.0
2020-02-24,0,0.0
2020-02-25,0,0.0
2020-02-26,0,0.0
2020-02-27,0,0.0
2020-02-28,0,0.0
2020-02-29,0,0.0
2020-03-01,0,0.0
2020-03-02,0,0.0
2020-03-03,0,0.0
2020-03-04,0,0.0
2020-03-05,0,0.0
2020-03-06,0,0.0
2020-03-07,0,0.0
2020-03-08,0,0.0
2020-03-09,0,0.0
2020-03-10,0,0.0
2020-03-11,0,0.0
2020-03-12,0,0.0
2020-03-13,0,0.0
2020-03-14,0,0.0
2020-03-15,0,0.0
2020-03-16,0,0.0
2020-03-17,0,0.0
2020-03-18,0,0.0
2020-03-19,0,0.0
2020-03-20,0,0.0
2020-03-21,1,1.0
2020-03-22,1,0.0
2020-03-23,2,1.0
2020-03-24,2,0.0
2020-03-25,4,2.0
2020-03-26,4,0.0
2020-03-27,4,0.0
2020-03-28,5,1.0
2020-03-29,5,0.0
2020-03-30,5,0.0
2020-03-31,5,0.0
2020-04-01,5,0.0
2020-04-02,5,0.0
2020-04-03,5,0.0
2020-04-04,5,0.0
2020-04-05,5,0.0
2020-04-06,5,0.0
2020-04-07,5,0.0
2020-04-08,6,1.0
2020-04-09,6,0.0
2020-04-10,6,0.0
2020-04-11,8,2.0
2020-04-12,8,0.0
2020-04-13,8,0.0
2020-04-14,8,0.0
2020-04-15,8,0.0
2020-04-16,8,0.0
2020-04-17,8,0.0
2020-04-18,9,1.0
2020-04-19,9,0.0
2020-04-20,9,0.0
2020-04-21,9,0.0
2020-04-22,9,0.0
2020-04-23,9,0.0
2020-04-24,10,1.0
2020-04-25,10,0.0
2020-04-26,11,1.0
2020-04-27,11,0.0
2020-04-28,16,5.0
2020-04-29,16,0.0
2020-04-30,17,1.0
2020-05-01,17,0.0
2020-05-02,18,1.0
2020-05-03,18,0.0
2020-05-04,18,0.0
2020-05-05,18,0.0
2020-05-06,18,0.0
2020-05-07,18,0.0
2020-05-08,18,0.0
2020-05-09,22,4.0
2020-05-10,22,0.0
2020-05-11,22,0.0
2020-05-12,22,0.0
2020-05-13,24,2.0
2020-05-14,24,0.0
2020-05-15,28,4.0
2020-05-16,29,1.0
2020-05-17,29,0.0
2020-05-18,29,0.0
2020-05-19,31,2.0
2020-05-20,31,0.0
2020-05-21,31,0.0
2020-05-22,31,0.0
2020-05-23,31,0.0
2020-05-24,32,1.0
2020-05-25,32,0.0
2020-05-26,34,2.0
2020-05-27,34,0.0
2020-05-28,34,0.0
2020-05-29,34,0.0
2020-05-30,35,1.0
2020-05-31,36,1.0
2020-06-01,36,0.0
2020-06-02,38,2.0
2020-06-03,38,0.0
2020-06-04,38,0.0
2020-06-05,42,4.0
2020-06-06,44,2.0
2020-06-07,44,0.0
2020-06-08,48,4.0
2020-06-09,48,0.0
2020-06-10,48,0.0
2020-06-11,48,0.0
2020-06-12,48,0.0
