date,cumulative,daily
2020-01-22,0,
2020-01-23,0,0.0
2020-01-24,0,0.0
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,1,1.0
2020-01-28,1,0.0
2020-01-29,1,0.0
2020-01-30,1,0.0
2020-01-31,1,0.0
2020-02-01,1,0.0
2020-02-02,1,0.0
2020-02-03,1,0.0
2020-02-04,1,0.0
2020-02-05,1,0.0
2020-02-06,1,0.0
2020-02-07,1,0.0
2020-02-08,1,0.0
2020-02-09,1,0.0
2020-02-10,1,0.0
2020-02-11,1,0.0
2020-02-12,1,0.0
2020-02-13,1,0.0
2020-02-14,1,0.0
2020-02-15,1,0.0
2020-02-16,1,0.0
2020-02-17,1,0.0
2020-02-18,1,0.0
2020-02-19,1,0.0
2020-02-20,1,0.0
2020-02-21,1,0.0
2020-02-22,1,0.0
2020-02-23,1,0.0
2020-02-24,1,0.0
2020-02-25,1,0.0
2020-02-26,1,0.0
2020-02-27,1,0.0
2020-02-28,1,0.0
2020-02-29,1,0.0
2020-03-01,1,0.0
2020-03-02,1,0.0
2020-03-03,1,0.0
2020-03-04,1,0.0
2020-03-05,1,0.0
2020-03-06,1,0.0
2020-03-07,1,0.0
2020-03-08,1,0.0
2020-03-09,1,0.0
2020-03-10,1,0.0
2020-03-11,2,1.0
2020-03-12,2,0.0
2020-03-13,6,4.0
2020-03-14,10,4.0
2020-03-15,18,8.0
2020-03-16,28,10.0
2020-03-17,44,16.0
2020-03-18,51,7.0
2020-03-19,60,9.0
2020-03-20,73,13.0
2020-03-21,77,4.0
2020-03-22,82,5.0
2020-03-23,97,15.0
2020-03-24,102,5.0
2020-03-25,102,0.0
2020-03-26,106,4.0
2020-03-27,106,0.0
2020-03-28,113,7.0
2020-03-29,117,4.0
2020-03-30,122,5.0
2020-03-31,143,21.0
2020-04-01,146,3.0
2020-04-02,151,5.0
2020-04-03,159,8.0
2020-04-04,166,7.0
2020-04-05,176,10.0
2020-04-06,178,2.0
2020-04-07,185,7.0
2020-04-08,189,4.0
2020-04-09,190,1.0
2020-04-10,190,0.0
2020-04-11,198,8.0
2020-04-12,210,12.0
2020-04-13,217,7.0
2020-04-14,233,16.0
2020-04-15,238,5.0
2020-04-16,238,0.0
2020-04-17,244,6.0
2020-04-18,254,10.0
2020-04-19,271,17.0
2020-04-20,304,33.0
2020-04-21,310,6.0
2020-04-22,330,20.0
2020-04-23,368,38.0
2020-04-24,420,52.0
2020-04-25,460,40.0
2020-04-26,523,63.0
2020-04-27,588,65.0
2020-04-28,619,31.0
2020-04-29,649,30.0
2020-04-30,663,14.0
2020-05-01,690,27.0
2020-05-02,705,15.0
2020-05-03,718,13.0
2020-05-04,751,33.0
2020-05-05,771,20.0
2020-05-06,797,26.0
2020-05-07,824,27.0
2020-05-08,835,11.0
2020-05-09,847,12.0
2020-05-10,863,16.0
2020-05-11,869,6.0
2020-05-12,889,20.0
2020-05-13,915,26.0
2020-05-14,925,10.0
2020-05-15,935,10.0
2020-05-16,960,25.0
2020-05-17,981,21.0
2020-05-18,992,11.0
2020-05-19,1027,35.0
2020-05-20,1028,1.0
2020-05-21,1055,27.0
2020-05-22,1068,13.0
2020-05-23,1089,21.0
2020-05-24,1141,52.0
2020-05-25,1182,41.0
2020-05-26,1319,137.0
2020-05-27,1469,150.0
2020-05-28,1530,61.0
2020-05-29,1558,28.0
2020-05-30,1620,62.0
2020-05-31,1633,13.0
2020-06-01,1643,10.0
2020-06-02,1683,40.0
2020-06-03,1749,66.0
2020-06-04,1797,48.0
2020-06-05,1801,4.0
2020-06-06,1814,13.0
2020-06-07,1835,21.0
2020-06-08,1857,22.0
2020-06-09,1859,2.0
2020-06-10,1869,10.0
