date,cumulative,daily
2020-01-22,0,
2020-01-23,0,0.0
2020-01-24,0,0.0
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,1,1.0
2020-01-31,1,0.0
2020-02-01,1,0.0
2020-02-02,2,1.0
2020-02-03,2,0.0
2020-02-04,2,0.0
2020-02-05,2,0.0
2020-02-06,2,0.0
2020-02-07,3,1.0
2020-02-08,3,0.0
2020-02-09,3,0.0
2020-02-10,3,0.0
2020-02-11,3,0.0
2020-02-12,3,0.0
2020-02-13,3,0.0
2020-02-14,3,0.0
2020-02-15,3,0.0
2020-02-16,3,0.0
2020-02-17,3,0.0
2020-02-18,3,0.0
2020-02-19,3,0.0
2020-02-20,3,0.0
2020-02-21,3,0.0
2020-02-22,3,0.0
2020-02-23,3,0.0
2020-02-24,3,0.0
2020-02-25,3,0.0
2020-02-26,3,0.0
2020-02-27,3,0.0
2020-02-28,3,0.0
2020-02-29,3,0.0
2020-03-01,3,0.0
2020-03-02,3,0.0
2020-03-03,3,0.0
2020-03-04,3,0.0
2020-03-05,3,0.0
2020-03-06,5,2.0
2020-03-07,6,1.0
2020-03-08,10,4.0
2020-03-09,20,10.0
2020-03-10,33,13.0
2020-03-11,49,16.0
2020-03-12,52,3.0
2020-03-13,64,12.0
2020-03-14,111,47.0
2020-03-15,140,29.0
2020-03-16,142,2.0
2020-03-17,187,45.0
2020-03-18,202,15.0
2020-03-19,217,15.0
2020-03-20,230,13.0
2020-03-21,307,77.0
2020-03-22,380,73.0
2020-03-23,462,82.0
2020-03-24,552,90.0
2020-03-25,636,84.0
2020-03-26,707,71.0
2020-03-27,803,96.0
2020-03-28,1075,272.0
2020-03-29,1418,343.0
2020-03-30,1546,128.0
2020-03-31,2084,538.0
2020-04-01,2311,227.0
2020-04-02,2633,322.0
2020-04-03,3018,385.0
2020-04-04,3094,76.0
2020-04-05,3246,152.0
2020-04-06,3660,414.0
2020-04-07,3764,104.0
2020-04-08,3870,106.0
2020-04-09,4076,206.0
2020-04-10,4195,119.0
2020-04-11,4428,233.0
2020-04-12,4648,220.0
2020-04-13,4932,284.0
2020-04-14,5223,291.0
2020-04-15,5453,230.0
2020-04-16,5660,207.0
2020-04-17,5878,218.0
2020-04-18,6087,209.0
2020-04-19,6259,172.0
2020-04-20,6459,200.0
2020-04-21,6599,140.0
2020-04-22,6710,111.0
2020-04-23,6981,271.0
2020-04-24,7192,211.0
2020-04-25,7294,102.0
2020-04-26,7579,285.0
2020-04-27,7777,198.0
2020-04-28,7958,181.0
2020-04-29,8212,254.0
2020-04-30,8488,276.0
2020-05-01,8772,284.0
2020-05-02,8928,156.0
2020-05-03,9223,295.0
2020-05-04,9485,262.0
2020-05-05,9684,199.0
2020-05-06,10004,320.0
2020-05-07,10343,339.0
2020-05-08,10463,120.0
2020-05-09,10610,147.0
2020-05-10,10794,184.0
2020-05-11,11086,292.0
2020-05-12,11350,264.0
2020-05-13,11618,268.0
2020-05-14,11876,258.0
2020-05-15,12091,215.0
2020-05-16,12305,214.0
2020-05-17,12513,208.0
2020-05-18,12718,205.0
2020-05-19,12942,224.0
2020-05-20,13221,279.0
2020-05-21,13434,213.0
2020-05-22,13597,163.0
2020-05-23,13777,180.0
2020-05-24,14035,258.0
2020-05-25,14319,284.0
2020-05-26,14669,350.0
2020-05-27,15049,380.0
2020-05-28,15588,539.0
2020-05-29,16634,1046.0
2020-05-30,17224,590.0
2020-05-31,18086,862.0
2020-06-01,18638,552.0
2020-06-02,18997,359.0
2020-06-03,19748,751.0
2020-06-04,20382,634.0
2020-06-05,20626,244.0
2020-06-06,21340,714.0
