date,cumulative,daily
2020-01-22,0,
2020-01-23,0,0.0
2020-01-24,0,0.0
2020-01-25,0,0.0
2020-01-26,0,0.0
2020-01-27,0,0.0
2020-01-28,0,0.0
2020-01-29,0,0.0
2020-01-30,0,0.0
2020-01-31,0,0.0
2020-02-01,0,0.0
2020-02-02,1,1.0
2020-02-03,1,0.0
2020-02-04,1,0.0
2020-02-05,1,0.0
2020-02-06,1,0.0
2020-02-07,1,0.0
2020-02-08,1,0.0
2020-02-09,1,0.0
2020-02-10,1,0.0
2020-02-11,1,0.0
2020-02-12,1,0.0
2020-02-13,1,0.0
2020-02-14,1,0.0
2020-02-15,1,0.0
2020-02-16,1,0.0
2020-02-17,1,0.0
2020-02-18,1,0.0
2020-02-19,1,0.0
2020-02-20,1,0.0
2020-02-21,1,0.0
2020-02-22,1,0.0
2020-02-23,1,0.0
2020-02-24,1,0.0
2020-02-25,1,0.0
2020-02-26,1,0.0
2020-02-27,1,0.0
2020-02-28,1,0.0
2020-02-29,1,0.0
2020-03-01,1,0.0
2020-03-02,1,0.0
2020-03-03,1,0.0
2020-03-04,1,0.0
2020-03-05,1,0.0
2020-03-06,1,0.0
2020-03-07,1,0.0
2020-03-08,1,0.0
2020-03-09,1,0.0
2020-03-10,1,0.0
2020-03-11,1,0.0
2020-03-12,2,1.0
2020-03-13,5,3.0
2020-03-14,8,3.0
2020-03-15,11,3.0
2020-03-16,12,1.0
2020-03-17,12,0.0
2020-03-18,19,7.0
2020-03-19,17,7.0
2020-03-20,18,1.0
2020-03-21,19,1.0
2020-03-22,25,6.0
2020-03-23,33,8.0
2020-03-24,35,2.0
2020-03-25,38,3.0
2020-03-26,45,7.0
2020-03-27,54,9.0
2020-03-28,68,14.0
2020-03-29,71,3.0
2020-03-30,78,7.0
2020-03-31,88,10.0
2020-04-01,96,8.0
2020-04-02,107,11.0
2020-04-03,136,29.0
2020-04-04,144,8.0
2020-04-05,152,8.0
2020-04-06,163,11.0
2020-04-07,177,14.0
2020-04-08,182,5.0
2020-04-09,203,21.0
2020-04-10,221,18.0
2020-04-11,247,26.0
2020-04-12,297,50.0
2020-04-13,315,18.0
2020-04-14,335,20.0
2020-04-15,349,14.0
2020-04-16,362,13.0
2020-04-17,387,25.0
2020-04-18,397,10.0
2020-04-19,409,12.0
2020-04-20,428,19.0
2020-04-21,437,9.0
2020-04-22,446,9.0
2020-04-23,462,16.0
2020-04-24,477,15.0
2020-04-25,494,17.0
2020-04-26,501,7.0
2020-04-27,511,10.0
2020-04-28,530,19.0
2020-04-29,558,28.0
2020-04-30,568,10.0
2020-05-01,579,11.0
2020-05-02,603,24.0
2020-05-03,607,4.0
2020-05-04,623,16.0
2020-05-05,637,14.0
2020-05-06,658,21.0
2020-05-07,685,27.0
2020-05-08,696,11.0
2020-05-09,704,8.0
2020-05-10,719,15.0
2020-05-11,726,7.0
2020-05-12,751,25.0
2020-05-13,772,21.0
2020-05-14,790,18.0
2020-05-15,806,16.0
2020-05-16,817,11.0
2020-05-17,824,7.0
2020-05-18,831,7.0
2020-05-19,837,6.0
2020-05-20,842,5.0
2020-05-21,846,4.0
2020-05-22,857,11.0
2020-05-23,863,6.0
2020-05-24,868,5.0
2020-05-25,873,5.0
2020-05-26,886,13.0
2020-05-27,904,18.0
2020-05-28,921,17.0
2020-05-29,942,21.0
2020-05-30,950,8.0
2020-05-31,957,7.0
2020-06-01,960,3.0
2020-06-02,966,6.0
2020-06-03,974,8.0
2020-06-04,984,10.0
2020-06-05,987,3.0
2020-06-06,994,7.0
2020-06-07,1003,9.0
2020-06-08,1011,8.0
2020-06-09,1017,6.0
2020-06-10,1027,10.0
2020-06-11,1036,9.0
